name_or_code,code,count,sample1
"Monster Manual (2014) p. 197,",MM,1,"Monster Manual (2014) p. 197,"
"Monster Manual (2014) p. 199,",MM,1,"Monster Manual (2014) p. 199,"
"Monster Manual (2014) p. 198,",MM,1,"Monster Manual (2014) p. 198,"
"Monster Manual (2014) p. 201,",MM,1,"Monster Manual (2014) p. 201,"
"Monster Manual (2014) p. 202,",MM,1,"Monster Manual (2014) p. 202,"
Monster Manual (2014) p. 205,MM,1,Monster Manual (2014) p. 205
"Monster Manual (2014) p. 204,",MM,1,"Monster Manual (2014) p. 204,"
"Monster Manual (2014) p. 212,",MM,1,"Monster Manual (2014) p. 212,"
"Monster Manual (2014) p. 213,",MM,1,"Monster Manual (2014) p. 213,"
"Monster Manual (2014) p. 146,",MM,1,"Monster Manual (2014) p. 146,"
"Monster Manual (2014) p. 61,",MM,1,"Monster Manual (2014) p. 61,"
"Monster Manual (2014) p. 214,",MM,1,"Monster Manual (2014) p. 214,"
"Monster Manual (2014) p. 218,",MM,1,"Monster Manual (2014) p. 218,"
"Monster Manual (2014) p. 219,",MM,1,"Monster Manual (2014) p. 219,"
"Monster Manual (2014) p. 220,",MM,1,"Monster Manual (2014) p. 220,"
"Monster Manual (2014) p. 223,",MM,1,"Monster Manual (2014) p. 223,"
"Monster Manual (2014) p. 224,",MM,1,"Monster Manual (2014) p. 224,"
"Monster Manual (2014) p. 228,",MM,1,"Monster Manual (2014) p. 228,"
"Monster Manual (2014) p. 229,",MM,1,"Monster Manual (2014) p. 229,"
"Monster Manual (2014) p. 62,",MM,1,"Monster Manual (2014) p. 62,"
"Monster Manual (2014) p. 178,",MM,1,"Monster Manual (2014) p. 178,"
"Monster Manual (2014) p. 235,",MM,1,"Monster Manual (2014) p. 235,"
"Monster Manual (2014) p. 236,",MM,1,"Monster Manual (2014) p. 236,"
"Monster Manual (2014) p. 237,",MM,1,"Monster Manual (2014) p. 237,"
"Monster Manual (2014) p. 239,",MM,1,"Monster Manual (2014) p. 239,"
"Monster Manual (2014) p. 248,",MM,1,"Monster Manual (2014) p. 248,"
"Monster Manual (2014) p. 249,",MM,1,"Monster Manual (2014) p. 249,"
"Monster Manual (2014) p. 250,",MM,1,"Monster Manual (2014) p. 250,"
"Monster Manual (2014) p. 251,",MM,1,"Monster Manual (2014) p. 251,"
"Monster Manual (2014) p. 252,",MM,1,"Monster Manual (2014) p. 252,"
"Monster Manual (2014) p. 77,",MM,1,"Monster Manual (2014) p. 77,"
"Monster Manual (2014) p. 253,",MM,1,"Monster Manual (2014) p. 253,"
"Monster Manual (2014) p. 17,",MM,1,"Monster Manual (2014) p. 17,"
"Monster Manual (2014) p. 254,",MM,1,"Monster Manual (2014) p. 254,"
"Monster Manual (2014) p. 255,",MM,1,"Monster Manual (2014) p. 255,"
"Monster Manual (2014) p. 63,",MM,1,"Monster Manual (2014) p. 63,"
"Monster Manual (2014) p. 257,",MM,1,"Monster Manual (2014) p. 257,"
"Monster Manual (2014) p. 259,",MM,1,"Monster Manual (2014) p. 259,"
"Monster Manual (2014) p. 260,",MM,1,"Monster Manual (2014) p. 260,"
"Monster Manual (2014) p. 261,",MM,1,"Monster Manual (2014) p. 261,"
"Monster Manual (2014) p. 262,",MM,1,"Monster Manual (2014) p. 262,"
"Monster Manual (2014) p. 263,",MM,1,"Monster Manual (2014) p. 263,"
"Monster Manual (2014) p. 266,",MM,1,"Monster Manual (2014) p. 266,"
"Monster Manual (2014) p. 267,",MM,1,"Monster Manual (2014) p. 267,"
"Monster Manual (2014) p. 268,",MM,1,"Monster Manual (2014) p. 268,"
"Monster Manual (2014) p. 179,",MM,1,"Monster Manual (2014) p. 179,"
Monster Manual (2014) p. 337,MM,1,Monster Manual (2014) p. 337
"Monster Manual (2014) p. 269,",MM,1,"Monster Manual (2014) p. 269,"
"Monster Manual (2014) p. 270,",MM,1,"Monster Manual (2014) p. 270,"
"Monster Manual (2014) p. 271,",MM,1,"Monster Manual (2014) p. 271,"
"Monster Manual (2014) p. 272,",MM,1,"Monster Manual (2014) p. 272,"
"Monster Manual (2014) p. 18,",MM,1,"Monster Manual (2014) p. 18,"
"Monster Manual (2014) p. 30,",MM,1,"Monster Manual (2014) p. 30,"
"Monster Manual (2014) p. 78,",MM,1,"Monster Manual (2014) p. 78,"
"Monster Manual (2014) p. 283,",MM,1,"Monster Manual (2014) p. 283,"
"Monster Manual (2014) p. 284,",MM,1,"Monster Manual (2014) p. 284,"
Monster Manual (2014) p. 338,MM,1,Monster Manual (2014) p. 338
"Monster Manual (2014) p. 286,",MM,1,"Monster Manual (2014) p. 286,"
Monster Manual (2014) p. 288,MM,1,Monster Manual (2014) p. 288
"Monster Manual (2014) p. 289,",MM,1,"Monster Manual (2014) p. 289,"
"Monster Manual (2014) p. 225,",MM,1,"Monster Manual (2014) p. 225,"
"Monster Manual (2014) p. 290,",MM,1,"Monster Manual (2014) p. 290,"
"Monster Manual (2014) p. 291,",MM,1,"Monster Manual (2014) p. 291,"
"Monster Manual (2014) p. 292,",MM,1,"Monster Manual (2014) p. 292,"
"Monster Manual (2014) p. 294,",MM,1,"Monster Manual (2014) p. 294,"
"Monster Manual (2014) p. 297,",MM,1,"Monster Manual (2014) p. 297,"
Monster Manual (2014) p. 298,MM,1,Monster Manual (2014) p. 298
"Monster Manual (2014) p. 299,",MM,1,"Monster Manual (2014) p. 299,"
"Monster Manual (2014) p. 208,",MM,1,"Monster Manual (2014) p. 208,"
"Monster Manual (2014) p. 210,",MM,1,"Monster Manual (2014) p. 210,"
"Monster Manual (2014) p. 211,",MM,1,"Monster Manual (2014) p. 211,"
"Monster Manual (2014) p. 102,",MM,1,"Monster Manual (2014) p. 102,"
"Monster Manual (2014) p. 300,",MM,1,"Monster Manual (2014) p. 300,"
"Monster Manual (2014) p. 301,",MM,1,"Monster Manual (2014) p. 301,"
"Monster Manual (2014) p. 302,",MM,1,"Monster Manual (2014) p. 302,"
"Monster Manual (2014) p. 303,",MM,1,"Monster Manual (2014) p. 303,"
"Monster Manual (2014) p. 304,",MM,1,"Monster Manual (2014) p. 304,"
"Monster Manual (2014) p. 305,",MM,1,"Monster Manual (2014) p. 305,"
"Monster Manual (2014) p. 65,",MM,1,"Monster Manual (2014) p. 65,"
Monster Manual (2014) p. 85,MM,1,Monster Manual (2014) p. 85
"Monster Manual (2014) p. 308,",MM,1,"Monster Manual (2014) p. 308,"
"Monster Manual (2014) p. 310,",MM,1,"Monster Manual (2014) p. 310,"
Volo's Guide to Monsters p. 209,VGM,1,Volo's Guide to Monsters p. 209
"Volo's Guide to Monsters p. 159,",VGM,1,"Volo's Guide to Monsters p. 159,"
"Volo's Guide to Monsters p. 209,",VGM,1,"Volo's Guide to Monsters p. 209,"
Volo's Guide to Monsters p. 207,VGM,1,Volo's Guide to Monsters p. 207
Volo's Guide to Monsters p. 136,VGM,1,Volo's Guide to Monsters p. 136
Volo's Guide to Monsters p. 122,VGM,1,Volo's Guide to Monsters p. 122
"Volo's Guide to Monsters p. 123,",VGM,1,"Volo's Guide to Monsters p. 123,"
Volo's Guide to Monsters p. 160,VGM,1,Volo's Guide to Monsters p. 160
"Volo's Guide to Monsters p. 127,",VGM,1,"Volo's Guide to Monsters p. 127,"
Volo's Guide to Monsters p. 43,VGM,1,Volo's Guide to Monsters p. 43
"Volo's Guide to Monsters p. 129,",VGM,1,"Volo's Guide to Monsters p. 129,"
Volo's Guide to Monsters p. 130,VGM,1,Volo's Guide to Monsters p. 130
Volo's Guide to Monsters p. 131,VGM,1,Volo's Guide to Monsters p. 131
Volo's Guide to Monsters p. 132,VGM,1,Volo's Guide to Monsters p. 132
Volo's Guide to Monsters p. 146,VGM,1,Volo's Guide to Monsters p. 146
"Volo's Guide to Monsters p. 207,",VGM,1,"Volo's Guide to Monsters p. 207,"
Volo's Guide to Monsters p. 124,VGM,1,Volo's Guide to Monsters p. 124
"Volo's Guide to Monsters p. 135,",VGM,1,"Volo's Guide to Monsters p. 135,"
Volo's Guide to Monsters p. 138,VGM,1,Volo's Guide to Monsters p. 138
Volo's Guide to Monsters p. 213,VGM,1,Volo's Guide to Monsters p. 213
Volo's Guide to Monsters p. 141,VGM,1,Volo's Guide to Monsters p. 141
Volo's Guide to Monsters p. 173,VGM,1,Volo's Guide to Monsters p. 173
"Volo's Guide to Monsters p. 213,",VGM,1,"Volo's Guide to Monsters p. 213,"
Volo's Guide to Monsters p. 147,VGM,1,Volo's Guide to Monsters p. 147
"Volo's Guide to Monsters p. 142,",VGM,1,"Volo's Guide to Monsters p. 142,"
"Volo's Guide to Monsters p. 144,",VGM,1,"Volo's Guide to Monsters p. 144,"
Volo's Guide to Monsters p. 153,VGM,1,Volo's Guide to Monsters p. 153
"Volo's Guide to Monsters p. 145,",VGM,1,"Volo's Guide to Monsters p. 145,"
Volo's Guide to Monsters p. 148,VGM,1,Volo's Guide to Monsters p. 148
Volo's Guide to Monsters p. 125,VGM,1,Volo's Guide to Monsters p. 125
"Volo's Guide to Monsters p. 126,",VGM,1,"Volo's Guide to Monsters p. 126,"
"Volo's Guide to Monsters p. 152,",VGM,1,"Volo's Guide to Monsters p. 152,"
Volo's Guide to Monsters p. 155,VGM,1,Volo's Guide to Monsters p. 155
"Volo's Guide to Monsters p. 156,",VGM,1,"Volo's Guide to Monsters p. 156,"
Volo's Guide to Monsters p. 161,VGM,1,Volo's Guide to Monsters p. 161
Volo's Guide to Monsters p. 162,VGM,1,Volo's Guide to Monsters p. 162
Volo's Guide to Monsters p. 163,VGM,1,Volo's Guide to Monsters p. 163
"Volo's Guide to Monsters p. 165,",VGM,1,"Volo's Guide to Monsters p. 165,"
"Volo's Guide to Monsters p. 166,",VGM,1,"Volo's Guide to Monsters p. 166,"
"Volo's Guide to Monsters p. 167,",VGM,1,"Volo's Guide to Monsters p. 167,"
Volo's Guide to Monsters p. 168,VGM,1,Volo's Guide to Monsters p. 168
"Volo's Guide to Monsters p. 215,",VGM,1,"Volo's Guide to Monsters p. 215,"
"Volo's Guide to Monsters p. 169,",VGM,1,"Volo's Guide to Monsters p. 169,"
"Volo's Guide to Monsters p. 137,",VGM,1,"Volo's Guide to Monsters p. 137,"
Volo's Guide to Monsters p. 170,VGM,1,Volo's Guide to Monsters p. 170
Volo's Guide to Monsters p. 71,VGM,1,Volo's Guide to Monsters p. 71
Volo's Guide to Monsters p. 176,VGM,1,Volo's Guide to Monsters p. 176
Volo's Guide to Monsters p. 177,VGM,1,Volo's Guide to Monsters p. 177
Volo's Guide to Monsters p. 149,VGM,1,Volo's Guide to Monsters p. 149
Volo's Guide to Monsters p. 179,VGM,1,Volo's Guide to Monsters p. 179
"Volo's Guide to Monsters p. 181,",VGM,1,"Volo's Guide to Monsters p. 181,"
Volo's Guide to Monsters p. 182,VGM,1,Volo's Guide to Monsters p. 182
Volo's Guide to Monsters p. 185,VGM,1,Volo's Guide to Monsters p. 185
Volo's Guide to Monsters p. 187,VGM,1,Volo's Guide to Monsters p. 187
Volo's Guide to Monsters p. 189,VGM,1,Volo's Guide to Monsters p. 189
Volo's Guide to Monsters p. 190,VGM,1,Volo's Guide to Monsters p. 190
Volo's Guide to Monsters p. 137,VGM,1,Volo's Guide to Monsters p. 137
"Volo's Guide to Monsters p. 191,",VGM,1,"Volo's Guide to Monsters p. 191,"
Volo's Guide to Monsters p. 192,VGM,1,Volo's Guide to Monsters p. 192
Volo's Guide to Monsters p. 150,VGM,1,Volo's Guide to Monsters p. 150
"Volo's Guide to Monsters p. 151,",VGM,1,"Volo's Guide to Monsters p. 151,"
Volo's Guide to Monsters p. 186,VGM,1,Volo's Guide to Monsters p. 186
Volo's Guide to Monsters p. 193,VGM,1,Volo's Guide to Monsters p. 193
"Volo's Guide to Monsters p. 194,",VGM,1,"Volo's Guide to Monsters p. 194,"
"Volo's Guide to Monsters p. 175,",VGM,1,"Volo's Guide to Monsters p. 175,"
Volo's Guide to Monsters p. 195,VGM,1,Volo's Guide to Monsters p. 195
"Volo's Guide to Monsters p. 196,",VGM,1,"Volo's Guide to Monsters p. 196,"
Volo's Guide to Monsters p. 219,VGM,1,Volo's Guide to Monsters p. 219
"Volo's Guide to Monsters p. 219,",VGM,1,"Volo's Guide to Monsters p. 219,"
"Volo's Guide to Monsters p. 198,",VGM,1,"Volo's Guide to Monsters p. 198,"
Volo's Guide to Monsters p. 201,VGM,1,Volo's Guide to Monsters p. 201
Volo's Guide to Monsters p. 202,VGM,1,Volo's Guide to Monsters p. 202
"Volo's Guide to Monsters p. 203,",VGM,1,"Volo's Guide to Monsters p. 203,"
Volo's Guide to Monsters p. 204,VGM,1,Volo's Guide to Monsters p. 204
"Volo's Guide to Monsters p. 205,",VGM,1,"Volo's Guide to Monsters p. 205,"
Volo's Guide to Monsters p. 206,VGM,1,Volo's Guide to Monsters p. 206
"Mordenkainen's Tome of Foes p. 136,",MTF,1,"Mordenkainen's Tome of Foes p. 136,"
"Mordenkainen's Tome of Foes p. 218,",MTF,1,"Mordenkainen's Tome of Foes p. 218,"
"Mordenkainen's Tome of Foes p. 130,",MTF,1,"Mordenkainen's Tome of Foes p. 130,"
"Mordenkainen's Tome of Foes p. 116,",MTF,1,"Mordenkainen's Tome of Foes p. 116,"
"Mordenkainen's Tome of Foes p. 164,",MTF,1,"Mordenkainen's Tome of Foes p. 164,"
Mordenkainen's Tome of Foes p. 131,MTF,1,Mordenkainen's Tome of Foes p. 131
Mordenkainen's Tome of Foes p. 117,MTF,1,Mordenkainen's Tome of Foes p. 117
Mordenkainen's Tome of Foes p. 195,MTF,1,Mordenkainen's Tome of Foes p. 195
Mordenkainen's Tome of Foes p. 170,MTF,1,Mordenkainen's Tome of Foes p. 170
Mordenkainen's Tome of Foes p. 119,MTF,1,Mordenkainen's Tome of Foes p. 119
"Mordenkainen's Tome of Foes p. 143,",MTF,1,"Mordenkainen's Tome of Foes p. 143,"
Mordenkainen's Tome of Foes p. 120,MTF,1,Mordenkainen's Tome of Foes p. 120
Mordenkainen's Tome of Foes p. 161,MTF,1,Mordenkainen's Tome of Foes p. 161
"Mordenkainen's Tome of Foes p. 121,",MTF,1,"Mordenkainen's Tome of Foes p. 121,"
Mordenkainen's Tome of Foes p. 125,MTF,1,Mordenkainen's Tome of Foes p. 125
"Mordenkainen's Tome of Foes p. 131,",MTF,1,"Mordenkainen's Tome of Foes p. 131,"
Mordenkainen's Tome of Foes p. 122,MTF,1,Mordenkainen's Tome of Foes p. 122
Mordenkainen's Tome of Foes p. 247,MTF,1,Mordenkainen's Tome of Foes p. 247
"Mordenkainen's Tome of Foes p. 123,",MTF,1,"Mordenkainen's Tome of Foes p. 123,"
Mordenkainen's Tome of Foes p. 127,MTF,1,Mordenkainen's Tome of Foes p. 127
Mordenkainen's Tome of Foes p. 128,MTF,1,Mordenkainen's Tome of Foes p. 128
"Mordenkainen's Tome of Foes p. 144,",MTF,1,"Mordenkainen's Tome of Foes p. 144,"
"Mordenkainen's Tome of Foes p. 158,",MTF,1,"Mordenkainen's Tome of Foes p. 158,"
"Mordenkainen's Tome of Foes p. 159,",MTF,1,"Mordenkainen's Tome of Foes p. 159,"
Mordenkainen's Tome of Foes p. 248,MTF,1,Mordenkainen's Tome of Foes p. 248
Mordenkainen's Tome of Foes p. 243,MTF,1,Mordenkainen's Tome of Foes p. 243
Mordenkainen's Tome of Foes p. 182,MTF,1,Mordenkainen's Tome of Foes p. 182
Mordenkainen's Tome of Foes p. 183,MTF,1,Mordenkainen's Tome of Foes p. 183
Mordenkainen's Tome of Foes p. 186,MTF,1,Mordenkainen's Tome of Foes p. 186
Mordenkainen's Tome of Foes p. 187,MTF,1,Mordenkainen's Tome of Foes p. 187
Mordenkainen's Tome of Foes p. 188,MTF,1,Mordenkainen's Tome of Foes p. 188
"Mordenkainen's Tome of Foes p. 188,",MTF,1,"Mordenkainen's Tome of Foes p. 188,"
Mordenkainen's Tome of Foes p. 190,MTF,1,Mordenkainen's Tome of Foes p. 190
"Mordenkainen's Tome of Foes p. 190,",MTF,1,"Mordenkainen's Tome of Foes p. 190,"
"Mordenkainen's Tome of Foes p. 191,",MTF,1,"Mordenkainen's Tome of Foes p. 191,"
Mordenkainen's Tome of Foes p. 192,MTF,1,Mordenkainen's Tome of Foes p. 192
"Mordenkainen's Tome of Foes p. 193,",MTF,1,"Mordenkainen's Tome of Foes p. 193,"
Mordenkainen's Tome of Foes p. 132,MTF,1,Mordenkainen's Tome of Foes p. 132
Mordenkainen's Tome of Foes p. 219,MTF,1,Mordenkainen's Tome of Foes p. 219
Mordenkainen's Tome of Foes p. 200,MTF,1,Mordenkainen's Tome of Foes p. 200
"Mordenkainen's Tome of Foes p. 146,",MTF,1,"Mordenkainen's Tome of Foes p. 146,"
Mordenkainen's Tome of Foes p. 223,MTF,1,Mordenkainen's Tome of Foes p. 223
Mordenkainen's Tome of Foes p. 173,MTF,1,Mordenkainen's Tome of Foes p. 173
Mordenkainen's Tome of Foes p. 204,MTF,1,Mordenkainen's Tome of Foes p. 204
"Mordenkainen's Tome of Foes p. 205,",MTF,1,"Mordenkainen's Tome of Foes p. 205,"
Mordenkainen's Tome of Foes p. 205,MTF,1,Mordenkainen's Tome of Foes p. 205
Mordenkainen's Tome of Foes p. 206,MTF,1,Mordenkainen's Tome of Foes p. 206
Mordenkainen's Tome of Foes p. 207,MTF,1,Mordenkainen's Tome of Foes p. 207
Mordenkainen's Tome of Foes p. 208,MTF,1,Mordenkainen's Tome of Foes p. 208
Mordenkainen's Tome of Foes p. 224,MTF,1,Mordenkainen's Tome of Foes p. 224
Mordenkainen's Tome of Foes p. 209,MTF,1,Mordenkainen's Tome of Foes p. 209
"Mordenkainen's Tome of Foes p. 149,",MTF,1,"Mordenkainen's Tome of Foes p. 149,"
Mordenkainen's Tome of Foes p. 162,MTF,1,Mordenkainen's Tome of Foes p. 162
Mordenkainen's Tome of Foes p. 165,MTF,1,Mordenkainen's Tome of Foes p. 165
Mordenkainen's Tome of Foes p. 210,MTF,1,Mordenkainen's Tome of Foes p. 210
Mordenkainen's Tome of Foes p. 175,MTF,1,Mordenkainen's Tome of Foes p. 175
Mordenkainen's Tome of Foes p. 249,MTF,1,Mordenkainen's Tome of Foes p. 249
"Mordenkainen's Tome of Foes p. 125,",MTF,1,"Mordenkainen's Tome of Foes p. 125,"
"Mordenkainen's Tome of Foes p. 151,",MTF,1,"Mordenkainen's Tome of Foes p. 151,"
Mordenkainen's Tome of Foes p. 198,MTF,1,Mordenkainen's Tome of Foes p. 198
Mordenkainen's Tome of Foes p. 213,MTF,1,Mordenkainen's Tome of Foes p. 213
Mordenkainen's Tome of Foes p. 133,MTF,1,Mordenkainen's Tome of Foes p. 133
Mordenkainen's Tome of Foes p. 214,MTF,1,Mordenkainen's Tome of Foes p. 214
"Mordenkainen's Tome of Foes p. 166,",MTF,1,"Mordenkainen's Tome of Foes p. 166,"
Mordenkainen's Tome of Foes p. 250,MTF,1,Mordenkainen's Tome of Foes p. 250
Mordenkainen's Tome of Foes p. 177,MTF,1,Mordenkainen's Tome of Foes p. 177
Mordenkainen's Tome of Foes p. 134,MTF,1,Mordenkainen's Tome of Foes p. 134
Mordenkainen's Tome of Foes p. 135,MTF,1,Mordenkainen's Tome of Foes p. 135
Mordenkainen's Tome of Foes p. 215,MTF,1,Mordenkainen's Tome of Foes p. 215
Mordenkainen's Tome of Foes p. 216,MTF,1,Mordenkainen's Tome of Foes p. 216
"Mordenkainen's Tome of Foes p. 168,",MTF,1,"Mordenkainen's Tome of Foes p. 168,"
Mordenkainen's Tome of Foes p. 217,MTF,1,Mordenkainen's Tome of Foes p. 217
Mordenkainen's Tome of Foes p. 251,MTF,1,Mordenkainen's Tome of Foes p. 251
"Mordenkainen's Tome of Foes p. 153,",MTF,1,"Mordenkainen's Tome of Foes p. 153,"
"Mordenkainen's Tome of Foes p. 169,",MTF,1,"Mordenkainen's Tome of Foes p. 169,"
"Mordenkainen's Tome of Foes p. 199,",MTF,1,"Mordenkainen's Tome of Foes p. 199,"
Mordenkainen's Tome of Foes p. 222,MTF,1,Mordenkainen's Tome of Foes p. 222
"Mordenkainen's Tome of Foes p. 244,",MTF,1,"Mordenkainen's Tome of Foes p. 244,"
Mordenkainen's Tome of Foes p. 136,MTF,1,Mordenkainen's Tome of Foes p. 136
Mordenkainen's Tome of Foes p. 225,MTF,1,Mordenkainen's Tome of Foes p. 225
"Mordenkainen's Tome of Foes p. 137,",MTF,1,"Mordenkainen's Tome of Foes p. 137,"
Mordenkainen's Tome of Foes p. 227,MTF,1,Mordenkainen's Tome of Foes p. 227
Mordenkainen's Tome of Foes p. 230,MTF,1,Mordenkainen's Tome of Foes p. 230
Mordenkainen's Tome of Foes p. 226,MTF,1,Mordenkainen's Tome of Foes p. 226
Mordenkainen's Tome of Foes p. 244,MTF,1,Mordenkainen's Tome of Foes p. 244
"Mordenkainen's Tome of Foes p. 235,",MTF,1,"Mordenkainen's Tome of Foes p. 235,"
"Mordenkainen's Tome of Foes p. 236,",MTF,1,"Mordenkainen's Tome of Foes p. 236,"
Mordenkainen's Tome of Foes p. 236,MTF,1,Mordenkainen's Tome of Foes p. 236
Mordenkainen's Tome of Foes p. 239,MTF,1,Mordenkainen's Tome of Foes p. 239
Mordenkainen's Tome of Foes p. 240,MTF,1,Mordenkainen's Tome of Foes p. 240
Mordenkainen's Tome of Foes p. 231,MTF,1,Mordenkainen's Tome of Foes p. 231
Mordenkainen's Tome of Foes p. 179,MTF,1,Mordenkainen's Tome of Foes p. 179
"Mordenkainen's Tome of Foes p. 246,",MTF,1,"Mordenkainen's Tome of Foes p. 246,"
Mordenkainen's Tome of Foes p. 245,MTF,1,Mordenkainen's Tome of Foes p. 245
Mordenkainen's Tome of Foes p. 139,MTF,1,Mordenkainen's Tome of Foes p. 139
"Mordenkainen's Tome of Foes p. 163,",MTF,1,"Mordenkainen's Tome of Foes p. 163,"
Mordenkainen's Tome of Foes p. 197,MTF,1,Mordenkainen's Tome of Foes p. 197
Mordenkainen's Tome of Foes p. 252,MTF,1,Mordenkainen's Tome of Foes p. 252
"Mordenkainen's Tome of Foes p. 155,",MTF,1,"Mordenkainen's Tome of Foes p. 155,"
Mordenkainen's Tome of Foes p. 211,MTF,1,Mordenkainen's Tome of Foes p. 211
Mordenkainen's Tome of Foes p. 201,MTF,1,Mordenkainen's Tome of Foes p. 201
Mordenkainen's Tome of Foes p. 180,MTF,1,Mordenkainen's Tome of Foes p. 180
"Mordenkainen's Tome of Foes p. 157,",MTF,1,"Mordenkainen's Tome of Foes p. 157,"
"Ghosts of Saltmarsh p. 230,",GoS,1,"Ghosts of Saltmarsh p. 230,"
Ghosts of Saltmarsh p. 220,GoS,1,Ghosts of Saltmarsh p. 220
Ghosts of Saltmarsh p. 14,GoS,1,Ghosts of Saltmarsh p. 14
"Ghosts of Saltmarsh p. 233,",GoS,1,"Ghosts of Saltmarsh p. 233,"
"Ghosts of Saltmarsh p. 234,",GoS,1,"Ghosts of Saltmarsh p. 234,"
Ghosts of Saltmarsh p. 224,GoS,1,Ghosts of Saltmarsh p. 224
Ghosts of Saltmarsh p. 236,GoS,1,Ghosts of Saltmarsh p. 236
Ghosts of Saltmarsh p. 238,GoS,1,Ghosts of Saltmarsh p. 238
Ghosts of Saltmarsh p. 92,GoS,1,Ghosts of Saltmarsh p. 92
Ghosts of Saltmarsh p. 240,GoS,1,Ghosts of Saltmarsh p. 240
"Ghosts of Saltmarsh p. 241,",GoS,1,"Ghosts of Saltmarsh p. 241,"
Ghosts of Saltmarsh p. 242,GoS,1,Ghosts of Saltmarsh p. 242
"Ghosts of Saltmarsh p. 242,",GoS,1,"Ghosts of Saltmarsh p. 242,"
"Ghosts of Saltmarsh p. 243,",GoS,1,"Ghosts of Saltmarsh p. 243,"
Ghosts of Saltmarsh p. 243,GoS,1,Ghosts of Saltmarsh p. 243
Ghosts of Saltmarsh p. 165,GoS,1,Ghosts of Saltmarsh p. 165
Ghosts of Saltmarsh p. 81,GoS,1,Ghosts of Saltmarsh p. 81
"Ghosts of Saltmarsh p. 249,",GoS,1,"Ghosts of Saltmarsh p. 249,"
"Ghosts of Saltmarsh p. 251,",GoS,1,"Ghosts of Saltmarsh p. 251,"
Ghosts of Saltmarsh p. 251,GoS,1,Ghosts of Saltmarsh p. 251
